userid,age,dob_day,dob_year,dob_month,gender,tenure,friend_count,friendships_initiated,likes
2028649,18,10,1995,6,male,202,103,63,9
1923345,19,11,1994,1,female,20,102,50,9
1970266,46,20,1967,9,male,2202,101,38,9
1024949,18,15,1995,3,female,139,104,88,10
1694012,17,16,1996,8,male,769,103,53,10
1465049,59,3,1954,12,female,155,101,70,10
1612100,14,4,1999,12,female,230,104,92,10
1955753,67,23,1946,10,female,2281,101,26,10
1402778,14,3,1999,7,male,152,101,85,10
1606532,26,29,1987,8,male,89,101,94,10
2126077,18,28,1995,5,male,318,104,29,10
1608435,21,13,1992,1,male,172,102,73,10
1403664,14,8,1999,8,male,111,101,46,10
1739602,18,14,1995,11,female,115,102,50,10
1444730,20,8,1993,10,male,208,104,58,10
2060637,23,7,1990,11,female,160,101,74,10
1377229,22,14,1991,10,female,380,101,40,10
1688466,30,4,1983,1,female,202,102,61,10
1333682,39,22,1974,4,male,574,103,32,10
1500165,92,26,1921,5,male,125,102,95,10
1784611,38,11,1975,10,male,422,103,34,11
1328637,31,12,1982,5,male,526,102,85,11
1484837,17,29,1996,7,male,181,101,72,11
1344416,22,22,1991,10,female,221,102,81,11
1105138,19,22,1994,3,male,687,104,16,11
1841353,35,1,1978,1,male,493,103,19,11
1006811,23,22,1990,4,female,231,104,45,11
1378291,23,23,1990,8,female,197,104,63,11
2152474,41,22,1972,12,male,387,102,85,11
1255446,24,14,1989,9,female,53,104,84,11
2076235,38,26,1975,11,male,376,101,54,11
1898921,50,27,1963,4,female,278,102,71,11
1618056,53,3,1960,11,male,781,104,89,12
1858723,19,26,1994,6,male,837,101,62,12
1535472,108,15,1905,10,male,778,103,65,12
1756175,21,31,1992,8,male,172,103,84,12
1485589,25,2,1988,2,male,221,103,47,12
1129341,25,10,1988,9,male,554,101,81,12
1184690,21,17,1992,3,female,472,104,30,13
2068782,56,25,1957,12,female,1310,103,11,13
2072354,19,20,1994,3,male,174,101,87,13
1514469,15,9,1998,12,female,350,103,68,13
1703641,19,25,1994,2,male,304,103,82,13
1599296,27,9,1986,2,male,332,102,76,13
1746176,27,21,1986,2,male,210,102,94,13
1217603,45,28,1968,2,female,1709,103,30,13
2159383,53,10,1960,4,female,249,101,44,13
1318239,13,1,2000,1,male,243,102,87,14
1915264,38,15,1975,12,female,332,102,95,14
1283146,39,17,1974,12,male,456,102,82,14
1198024,14,2,1999,3,female,180,101,80,14
1877143,35,10,1978,1,male,420,101,37,14
1445634,15,1,1998,1,male,537,104,75,14
1838212,42,17,1971,5,female,369,104,49,14
1621514,15,10,1998,2,male,247,101,83,14
1863747,55,30,1958,4,male,619,102,77,14
1528286,17,26,1996,8,male,541,101,70,14
1758162,23,23,1990,6,male,665,103,48,14
1485074,27,21,1986,3,male,450,101,84,14
2064865,38,11,1975,11,male,541,102,73,14
1740213,52,18,1961,1,female,88,101,89,15
2052198,58,3,1955,3,male,292,103,60,15
1543250,58,22,1955,9,female,378,102,76,15
1791907,25,19,1988,7,male,338,102,100,15
1106001,93,30,1920,8,female,1347,102,36,15
1740457,53,18,1960,2,male,13,102,98,15
1171353,27,3,1986,3,female,560,103,55,15
1106470,19,2,1994,12,male,324,103,61,15
1719687,94,18,1919,4,female,1300,104,43,15
1547162,16,29,1997,8,female,277,101,51,15
1787353,44,30,1969,12,male,180,101,91,15
1791170,54,30,1959,10,male,1843,104,46,15
1116208,44,8,1969,5,male,165,101,60,16
1519894,69,17,1944,4,male,391,103,83,16
2057282,18,18,1995,1,female,186,102,51,16
2126514,25,14,1988,9,female,195,102,28,16
1521416,25,10,1988,1,male,377,101,90,16
1305181,16,31,1997,7,male,305,104,35,16
1853038,20,5,1993,8,female,880,102,72,16
2160060,21,1,1992,4,male,234,102,89,16
1569950,23,16,1990,3,male,485,103,70,16
2007868,59,26,1954,5,male,251,103,67,16
1167112,53,30,1960,5,female,85,101,63,17
1438572,26,26,1987,4,male,367,104,85,17
1976280,55,24,1958,8,male,2346,101,32,17
1969396,19,22,1994,11,male,29,103,97,17
2085200,24,5,1989,11,male,669,101,65,17
1742122,33,3,1980,4,female,988,103,63,17
1345675,19,14,1994,8,male,380,102,91,17
1623589,28,7,1985,12,male,553,104,44,17
1618440,37,21,1976,5,male,369,102,82,18
1807923,25,1,1988,2,male,466,102,79,18
1029091,24,26,1989,7,male,157,104,71,18
2079034,35,11,1978,4,female,522,101,63,18
1686487,17,21,1996,12,male,320,101,40,19
1095950,17,25,1996,9,female,167,101,32,19
1211455,22,15,1991,5,female,203,101,59,19
1916033,23,14,1990,9,male,90,102,11,19
1489312,28,30,1985,12,male,534,104,54,19
1933695,52,23,1961,3,male,717,102,36,19
1213183,98,8,1915,4,female,1648,102,68,20
1263773,23,18,1990,4,male,233,104,49,20
1626997,17,23,1996,5,female,392,101,13,20
1377655,14,19,1999,3,female,258,103,62,20
1513450,19,18,1994,3,male,442,103,69,20
1718394,28,23,1985,1,male,290,104,69,20
1703827,67,12,1946,10,female,1077,104,54,20
1548908,17,30,1996,6,male,249,104,82,21
1776685,103,1,1910,1,female,814,104,56,21
1089360,65,8,1948,4,male,17,101,92,21
1427232,19,4,1994,5,male,625,103,89,21
1338798,23,10,1990,12,female,464,101,55,21
1495548,21,4,1992,7,female,232,102,70,21
1459013,27,9,1986,1,male,455,103,81,21
1177684,28,30,1985,12,male,97,103,88,21
1886205,27,9,1986,10,female,409,102,52,21
1176198,57,6,1956,12,male,645,104,94,22
1948772,61,31,1952,12,male,222,101,57,22
1544237,16,2,1997,10,male,66,104,89,22
1907625,32,7,1981,1,female,565,102,60,22
1586197,33,26,1980,6,female,540,103,74,22
1668865,47,29,1966,1,female,674,104,81,23
2057317,108,8,1905,11,female,1568,104,43,23
2153096,22,18,1991,12,male,427,103,91,23
1350359,22,15,1991,5,male,242,103,83,23
1217470,23,27,1990,6,male,342,104,47,23
1573315,26,1,1987,1,male,332,104,91,23
1878817,21,19,1992,2,male,241,104,59,23
1718901,18,2,1995,2,male,263,104,68,23
1941515,46,5,1967,6,male,366,101,77,23
1025301,56,24,1957,7,male,1037,102,29,23
1650684,25,15,1988,6,male,626,102,76,23
1149555,51,12,1962,9,female,101,104,70,23
1889302,76,24,1937,10,male,1522,104,33,23
2190477,42,10,1971,9,female,476,103,65,24
1459138,108,9,1905,3,female,1740,102,50,24
1726478,18,22,1995,6,female,313,101,34,24
1312004,19,7,1994,9,female,358,103,74,24
1585109,25,1,1988,1,male,168,103,77,24
1646985,36,18,1977,9,male,297,104,49,24
1390239,34,6,1979,12,male,923,103,32,24
1940435,59,29,1954,7,male,277,101,55,24
1573635,83,12,1930,7,female,30,103,91,24
1822166,40,22,1973,10,female,1383,104,56,24
1947620,23,11,1990,2,male,308,103,33,25
1687880,14,2,1999,5,female,135,104,54,25
1662159,58,6,1955,5,male,311,103,70,25
1816512,32,7,1981,1,male,142,104,88,25
2144164,27,8,1986,9,female,131,104,80,25
1224157,48,9,1965,10,male,605,104,52,25
1701199,33,14,1980,1,female,658,104,67,26
1586925,100,5,1913,9,female,1632,104,42,26
1144431,26,28,1987,10,male,464,102,67,26
1832973,53,20,1960,10,male,424,104,87,26
1689247,60,11,1953,12,male,390,103,49,26
1270520,27,24,1986,1,male,340,103,76,26
1203675,19,9,1994,10,male,172,101,70,26
1853277,42,8,1971,12,female,989,104,64,26
1506229,58,23,1955,9,male,701,103,33,27
1256829,23,23,1990,5,female,207,102,61,27
1182988,31,4,1982,4,female,488,102,54,27
1836144,27,27,1986,4,male,524,103,50,27
1201748,56,1,1957,8,female,1611,103,58,27
1933120,37,25,1976,3,female,1108,104,43,27
1452551,38,17,1975,4,male,241,104,53,28
1326737,20,31,1993,8,male,524,101,65,28
2109918,21,27,1992,2,male,463,102,59,28
1975519,32,25,1981,7,male,199,102,83,28
1147910,28,24,1985,9,male,138,101,78,28
1025393,30,27,1983,10,male,145,102,87,29
2075111,32,19,1981,1,female,674,101,80,29
1257461,40,29,1973,8,female,516,104,56,31
1129877,23,1,1990,1,male,256,104,76,30
1206179,18,12,1995,11,male,399,103,50,30
1240029,22,1,1991,1,female,517,101,52,31
1807941,26,17,1987,10,male,193,101,84,31
1912377,18,29,1995,4,male,175,101,56,32
2079450,52,15,1961,12,female,290,102,86,32
1195888,60,19,1953,9,NA,2301,103,35,32
1537213,14,7,1999,3,male,363,103,81,32
1511325,15,29,1998,6,male,203,104,91,32
1634953,19,14,1994,12,male,465,104,77,32
1600036,27,19,1986,1,male,61,101,97,32
1320729,33,3,1980,8,male,299,104,80,32
1066576,58,31,1955,12,male,407,103,18,33
1844245,20,1,1993,6,male,624,103,64,33
2030023,27,24,1986,3,male,511,103,39,33
1026768,24,10,1989,5,male,345,102,67,33
1541773,35,24,1978,3,female,276,102,45,33
1882653,56,25,1957,12,male,1199,101,29,33
1226315,14,20,1999,7,male,347,101,77,34
1744829,23,1,1990,2,male,160,104,74,34
1622191,33,29,1980,9,male,737,103,24,34
1711083,16,9,1997,10,female,278,102,56,34
1681220,28,15,1985,3,female,529,101,40,34
2050034,29,3,1984,4,male,697,102,12,34
1443107,48,26,1965,10,female,342,101,44,34
1484350,38,1,1975,6,male,228,101,79,35
1090165,48,3,1965,4,female,362,103,93,36
1070548,34,12,1979,11,female,503,104,39,35
1072526,16,27,1997,9,female,342,103,74,36
1886814,28,26,1985,7,male,288,103,78,35
1644206,53,2,1960,9,male,769,101,92,35
2059656,34,21,1979,8,female,50,104,100,35
1989838,28,5,1985,4,female,1156,103,44,35
1378800,18,18,1995,11,male,320,104,74,35
1728569,65,21,1948,10,male,1302,104,34,36
1484497,21,26,1992,1,female,331,103,36,36
2143898,36,2,1977,6,female,623,104,40,35
1049628,17,4,1996,1,male,231,102,49,37
1492488,20,14,1993,8,female,759,102,62,37
1784964,51,16,1962,4,female,1604,103,31,38
1148020,19,21,1994,10,female,385,104,59,38
1537818,54,24,1959,12,male,905,101,52,38
1727706,38,3,1975,1,male,345,101,71,38
1224789,66,11,1947,2,female,767,103,87,38
2056463,55,30,1958,12,male,91,101,96,39
2068216,33,1,1980,5,female,848,104,45,38
1772009,42,6,1971,3,female,291,101,64,39
1600358,20,6,1993,9,male,37,102,102,38
1189908,22,21,1991,4,female,302,101,62,39
2039636,22,1,1991,9,female,533,101,68,38
1469566,54,14,1959,7,male,1281,102,30,38
1381306,108,29,1905,12,male,248,103,80,40
1962589,40,2,1973,7,female,278,101,71,40
2131294,25,1,1988,1,male,260,103,64,40
1335038,26,20,1987,6,female,202,101,61,40
1857641,108,27,1905,6,male,1491,103,22,41
2132749,25,19,1988,2,male,182,103,72,42
1769839,47,1,1966,1,male,152,103,79,41
1975958,58,23,1955,9,male,787,101,47,43
1319493,57,16,1956,8,female,1819,101,30,44
2153736,32,19,1981,8,male,594,104,87,43
1989075,40,6,1973,3,male,1378,104,32,43
1056664,24,15,1989,6,female,306,104,30,43
1741066,31,22,1982,8,male,980,101,27,45
1897536,38,28,1975,11,male,537,104,87,46
2109722,21,13,1992,3,male,340,103,60,46
1179622,27,6,1986,5,female,190,101,91,46
1964617,64,4,1949,9,male,892,101,35,47
2150407,68,21,1945,1,female,1881,102,59,46
1066364,25,2,1988,7,female,200,104,74,47
1518590,24,29,1989,9,male,50,102,96,46
1721052,67,26,1946,7,male,527,101,78,48
1468732,91,28,1922,6,male,1068,101,42,48
1333730,21,2,1992,9,male,552,102,60,48
1098745,18,5,1995,4,male,480,101,40,48
1486095,33,1,1980,6,male,194,103,65,49
1322959,69,7,1944,11,female,859,104,26,50
1909048,14,16,1999,5,male,514,104,60,50
1179853,18,16,1995,5,male,390,104,64,50
1389471,21,14,1992,2,female,311,104,65,51
1260520,43,26,1970,2,female,384,103,44,51
1655579,57,4,1956,3,male,866,101,69,51
1481520,55,9,1958,7,female,721,104,53,51
1484577,89,24,1924,3,NA,1832,103,23,52
1648572,25,18,1988,11,male,466,101,75,52
1090566,50,19,1963,8,female,1522,104,52,52
2178605,36,5,1977,11,male,425,103,4,52
1913457,108,22,1905,6,male,1989,101,47,53
1483085,26,9,1987,4,male,207,104,76,53
1060701,18,26,1995,5,female,505,101,56,52
1969637,32,24,1981,7,male,38,104,51,53
1024347,64,12,1949,7,male,1052,101,42,54
2146908,41,28,1972,7,female,864,104,30,55
1603092,53,3,1960,12,male,744,102,65,55
1882594,15,18,1998,6,female,71,101,90,55
1430801,15,8,1998,8,female,156,104,75,54
1521425,24,2,1989,12,male,48,101,92,55
2141452,22,19,1991,9,male,361,103,70,56
1631424,24,19,1989,11,male,833,104,78,58
2170745,27,2,1986,2,male,562,101,56,58
2050766,14,2,1999,7,male,359,104,70,57
1464654,20,1,1993,1,male,24,103,95,56
1189115,39,27,1974,2,female,284,102,44,56
2154057,68,17,1945,8,male,76,103,53,58
1442465,34,1,1979,4,female,700,103,57,56
1086929,59,5,1954,1,male,1404,103,66,57
1237572,17,11,1996,9,male,15,102,81,59
2087191,29,28,1984,10,female,527,101,86,60
1474358,48,6,1965,1,male,118,101,74,63
1027747,71,5,1942,2,female,1005,101,69,63
1828435,16,3,1997,4,male,15,101,98,61
2171615,36,3,1977,11,male,261,101,65,61
1286435,57,15,1956,3,female,1984,101,35,61
1780719,30,27,1983,11,male,380,102,65,61
1125409,32,19,1981,10,female,433,101,34,62
1557011,19,2,1994,11,female,842,102,41,65
1234131,60,13,1953,1,female,1314,102,40,64
2165876,79,29,1934,4,male,1019,104,56,64
1416319,23,23,1990,7,male,372,102,81,64
1568960,25,25,1988,8,male,204,104,82,64
1393700,38,2,1975,7,female,1124,101,74,64
1275502,103,26,1910,7,female,1049,104,63,65
1351615,48,15,1965,5,female,1524,103,55,67
1208818,53,22,1960,4,female,535,101,68,67
1418411,66,14,1947,2,male,436,101,57,66
1420101,26,13,1987,6,female,147,102,44,67
1048174,49,6,1964,11,female,434,101,60,66
1128641,69,26,1944,11,female,1754,101,43,67
1211338,19,24,1994,8,female,529,103,64,67
1292280,35,2,1978,8,female,149,104,46,66
1471981,55,10,1958,4,female,1433,101,63,68
1803302,20,18,1993,2,female,209,102,41,71
2062031,21,7,1992,1,female,330,102,70,70
1302050,30,3,1983,12,male,242,102,45,71
1864037,31,29,1982,1,female,345,101,59,71
1545606,42,16,1971,4,male,308,104,98,69
1774048,23,9,1990,9,female,45,103,67,71
1768717,30,29,1983,3,male,841,101,33,71
1613574,28,12,1985,12,male,52,103,54,71
1537225,69,27,1944,2,male,758,102,67,72
1423891,31,14,1982,7,male,471,103,80,73
1570955,83,8,1930,12,female,1721,104,22,73
1442426,24,22,1989,3,female,362,103,48,72
1494304,31,22,1982,12,female,281,101,86,73
1656036,33,5,1980,3,male,423,101,57,73
2086236,28,6,1985,11,male,291,101,74,76
1553290,65,8,1948,9,male,1089,104,52,76
1870490,28,1,1985,6,male,160,103,76,77
1355547,50,6,1963,7,male,962,101,43,78
1530557,44,9,1969,10,female,532,101,44,80
1734751,57,16,1956,7,male,652,101,60,78
1607740,30,1,1983,1,male,430,104,63,79
1096896,62,23,1951,9,female,1081,102,37,80
2025227,18,19,1995,1,male,448,103,67,82
1244273,23,7,1990,6,female,404,102,44,84
1188549,17,20,1996,11,female,298,102,50,81
1557645,29,16,1984,7,male,554,102,60,82
1926927,94,12,1919,6,male,207,104,70,84
1943424,17,10,1996,1,female,228,104,85,84
1281886,67,20,1946,1,female,1038,104,63,87
1108955,33,1,1980,1,male,424,102,88,86
1142468,108,5,1905,5,male,212,103,89,87
1630426,44,10,1969,6,female,415,104,81,86
2185937,18,24,1995,2,female,733,101,68,87
1817968,27,1,1986,4,female,418,101,59,86
1016155,55,29,1958,9,female,545,102,46,90
2110725,113,2,1900,4,NA,1366,101,66,90
1148778,18,11,1995,9,female,126,101,49,91
2090523,23,1,1990,1,male,211,101,39,88
1814364,22,12,1991,7,female,255,102,51,89
1028718,18,15,1995,12,male,544,104,79,88
1048500,27,19,1986,4,female,418,102,68,91
2174457,29,4,1984,3,female,301,101,36,88
2172430,54,17,1959,3,male,199,101,62,92
1680138,13,21,2000,6,male,198,102,79,95
1814261,19,19,1994,8,male,47,101,96,92
2183737,24,1,1989,1,male,667,102,88,95
1669314,25,15,1988,10,male,343,103,26,94
1925236,15,23,1998,1,female,720,104,43,95
1557986,18,31,1995,8,male,858,102,56,99
1095769,34,6,1979,4,male,710,102,74,99
1080856,49,13,1964,10,female,716,103,61,99
1880474,20,21,1993,2,female,480,104,67,96
1981503,53,5,1960,5,male,371,104,50,101
1657929,26,24,1987,9,female,462,101,45,103
1365439,40,28,1973,7,male,742,102,70,100
1446501,18,24,1995,8,female,284,101,81,109
1279883,50,4,1963,1,male,897,102,58,108
1410864,108,6,1905,7,female,836,101,65,105
2047930,62,1,1951,12,female,1883,101,47,108
2012814,21,5,1992,7,female,434,104,60,107
1280467,30,30,1983,9,male,513,103,84,105
1325216,23,30,1990,7,male,202,102,89,105
1094332,19,19,1994,4,female,533,104,61,106
1626933,39,12,1974,10,female,621,101,42,106
1774857,67,28,1946,7,female,743,103,41,111
1462650,75,15,1938,7,male,2326,101,14,111
2139987,32,26,1981,4,male,379,101,38,111
2106742,37,2,1976,10,female,503,104,46,113
2052941,55,2,1958,1,NA,1977,104,71,113
1185275,57,27,1956,3,female,593,103,45,111
2183783,28,29,1985,9,female,73,104,97,110
2004667,53,2,1960,4,female,780,104,59,116
1353840,65,22,1948,4,female,1496,104,15,115
1000323,68,10,1945,3,male,1891,103,45,119
1668772,20,8,1993,5,female,241,102,52,117
1185078,84,15,1929,8,female,1583,103,51,115
1092135,29,25,1984,4,male,396,102,68,117
1315513,45,3,1968,5,female,376,104,82,117
1072434,100,15,1913,6,female,1758,101,62,114
2086742,22,20,1991,12,female,294,104,71,115
1007289,18,2,1995,2,male,192,101,82,116
1553164,23,23,1990,1,female,254,104,83,114
1964543,53,26,1960,12,female,263,104,84,122
1912857,69,14,1944,10,female,1397,101,59,122
1576192,45,5,1968,10,female,537,101,72,122
1792454,16,3,1997,3,female,156,102,93,120
1676627,28,25,1985,11,male,586,101,62,123
1176369,35,1,1978,1,male,440,101,51,122
1462980,16,22,1997,8,male,83,104,88,125
1740956,108,21,1905,11,female,346,103,65,125
1014758,23,8,1990,4,female,474,101,27,125
1040780,38,9,1975,1,male,205,104,29,126
1959685,39,1,1974,2,female,1012,103,64,127
2126161,16,22,1997,9,male,298,101,68,135
2171813,30,17,1983,5,female,496,101,31,135
2097007,16,19,1997,12,female,265,103,64,132
1464975,103,20,1910,11,female,1299,102,35,137
1288782,60,21,1953,8,female,96,103,79,140
2109323,58,11,1955,10,female,764,103,54,141
1929695,28,7,1985,12,female,18,102,85,138
1601250,27,28,1986,5,male,398,103,67,142
1379131,51,11,1962,8,female,1465,102,24,139
1478655,63,4,1950,3,female,973,102,67,142
1747397,23,2,1990,4,male,314,102,76,137
1416043,46,9,1967,9,male,496,103,71,146
1846736,26,27,1987,3,female,558,102,47,145
1219782,35,12,1978,1,male,654,101,25,149
2004546,26,19,1987,10,female,402,102,67,148
2147483,16,11,1997,9,male,43,102,82,147
1259661,16,6,1997,3,male,155,103,31,147
1480866,36,26,1977,12,male,464,104,61,150
1275547,105,17,1908,7,female,1492,104,37,149
1773079,25,1,1988,1,male,232,104,62,148
2089018,36,21,1977,2,female,494,103,50,157
2137422,52,25,1961,3,female,861,102,59,153
1459872,108,31,1905,12,female,932,103,67,154
2109233,14,7,1999,1,female,303,103,51,153
1186963,80,20,1933,10,male,1143,101,52,154
1054309,31,1,1982,6,male,485,103,53,154
1702711,21,2,1992,5,female,591,104,82,154
1174028,16,7,1997,1,male,566,103,51,152
1765804,40,14,1973,8,female,747,101,54,154
1135583,40,3,1973,3,male,201,103,88,153
2175983,53,31,1960,12,male,275,104,77,154
1882642,55,7,1958,7,female,311,102,78,155
1641605,28,9,1985,3,male,427,104,40,153
1623767,26,18,1987,11,female,85,102,91,155
1479996,63,2,1950,10,female,1618,102,26,158
1986091,17,20,1996,9,female,415,103,63,163
1402790,21,8,1992,5,male,259,101,49,159
2053346,39,25,1974,1,male,541,103,24,160
1422519,26,20,1987,12,female,273,103,17,158
1130096,57,9,1956,7,female,835,102,56,163
1812086,53,6,1960,9,female,879,104,56,166
1188084,17,26,1996,9,male,507,103,77,170
1670123,61,25,1952,9,female,235,102,51,172
1920097,64,21,1949,2,female,863,103,48,165
1436339,25,12,1988,8,female,246,104,92,167
2126808,25,2,1988,4,female,524,101,56,170
1809131,60,19,1953,4,female,293,103,78,165
1642913,47,26,1966,8,male,685,103,32,170
1200599,52,18,1961,5,male,619,103,91,166
2087745,63,20,1950,11,male,176,103,54,167
1956412,21,12,1992,5,female,417,101,30,167
2155305,108,28,1905,5,female,1802,104,32,178
1782104,51,3,1962,4,female,890,104,55,174
1003646,61,29,1952,3,female,413,102,51,178
1314511,32,15,1981,8,female,249,102,82,177
1501654,40,10,1973,11,male,305,103,94,176
1504559,41,5,1972,1,female,372,101,80,179
1641967,65,2,1948,9,female,369,103,46,190
1521006,55,3,1958,3,female,343,102,62,185
2068081,20,6,1993,6,male,224,104,40,184
1246818,30,16,1983,11,female,447,104,66,184
2040478,26,21,1987,5,female,400,104,66,188
1390638,30,27,1983,5,female,656,102,37,185
2153840,31,5,1982,12,female,399,101,43,193
1064698,14,22,1999,6,female,466,102,85,198
2065129,41,22,1972,9,female,538,104,96,191
1852786,61,8,1952,1,female,1338,101,58,196
2137679,16,8,1997,1,male,266,103,66,193
1019455,16,22,1997,6,female,340,103,70,196
1411648,21,1,1992,5,male,382,102,56,193
2158262,25,23,1988,9,female,340,101,70,194
1550878,44,1,1969,6,male,552,102,43,196
1631230,67,28,1946,8,female,801,101,39,208
1244736,73,17,1940,10,female,1472,101,46,207
1381665,66,20,1947,1,female,1084,103,48,204
1357357,44,24,1969,4,female,1299,101,46,204
1866780,59,15,1954,9,female,93,101,58,208
1288184,51,19,1962,9,female,733,101,62,216
1930585,16,2,1997,3,male,568,102,43,221
1039791,44,2,1969,2,female,877,102,49,218
1619155,51,21,1962,2,female,638,104,72,219
1515868,59,5,1954,10,female,1746,103,31,221
1097977,23,31,1990,12,female,244,103,68,217
1249839,24,1,1989,1,male,420,103,80,219
1079941,44,20,1969,8,male,79,104,101,217
1329415,68,10,1945,5,female,130,102,87,220
1780490,24,7,1989,12,male,386,103,63,230
1198240,56,29,1957,9,female,363,103,79,225
1622252,64,22,1949,1,female,829,102,57,238
1683181,41,22,1972,12,female,940,103,64,242
2120047,60,10,1953,6,female,608,102,70,236
1244067,27,6,1986,9,female,457,102,71,238
1325870,48,28,1965,3,male,262,102,79,245
1944339,32,8,1981,3,female,108,103,87,240
1256618,56,25,1957,12,female,345,103,77,252
1599381,47,1,1966,4,female,1359,101,61,257
2151424,30,22,1983,12,female,45,101,94,259
1689668,19,24,1994,3,female,545,101,43,249
1990521,44,8,1969,2,female,710,104,77,252
1606790,58,21,1955,8,female,307,104,58,254
1905132,50,5,1963,6,male,1703,104,77,262
1496603,63,3,1950,2,male,83,102,68,268
1777799,24,4,1989,1,female,131,103,81,267
1191879,25,1,1988,1,male,197,101,83,262
2065359,17,19,1996,12,male,329,104,48,281
1507290,23,17,1990,11,female,117,102,66,283
1191988,48,28,1965,6,female,1258,104,53,286
1941498,43,27,1970,11,female,682,102,64,283
2154741,34,18,1979,11,male,559,104,46,281
1256409,54,17,1959,2,female,510,101,52,290
1101061,71,24,1942,5,female,1863,101,40,288
1551508,62,27,1951,1,male,733,104,16,308
1289679,108,24,1905,2,female,2251,102,75,299
1709603,44,8,1969,8,male,462,102,39,304
1824916,30,15,1983,6,female,422,104,82,299
1084128,47,28,1966,11,female,247,104,56,295
1228477,22,26,1991,11,female,102,103,63,293
1490340,24,14,1989,1,female,453,102,43,293
1474339,43,29,1970,12,female,169,104,67,307
1984696,42,28,1971,3,male,373,101,55,306
1797378,45,12,1968,3,male,567,103,32,297
1599810,47,21,1966,1,male,1082,103,15,304
2053228,17,17,1996,2,male,433,102,99,322
1365154,45,23,1968,5,female,1784,102,44,310
1627379,33,27,1980,8,female,788,104,70,324
2058637,35,10,1978,4,female,480,101,63,320
1914157,66,13,1947,5,female,253,102,59,342
1523198,14,21,1999,11,female,161,102,55,344
1067584,21,9,1992,8,male,391,103,95,346
2188161,17,10,1996,5,male,467,104,92,339
1428449,43,19,1970,3,male,317,101,34,332
1577771,25,20,1988,12,male,370,101,94,332
1529985,44,5,1969,4,male,646,102,78,345
1978012,52,7,1961,7,female,449,103,69,334
2050142,15,29,1998,9,female,138,104,51,333
1087498,41,20,1972,2,male,1702,101,44,332
1035898,35,15,1978,11,female,173,103,55,352
1496013,52,9,1961,5,female,575,101,47,351
1082875,28,16,1985,2,female,435,102,70,357
1971312,49,21,1964,9,female,549,101,48,363
1438844,17,4,1996,1,male,480,101,57,353
1932495,23,17,1990,10,male,469,104,40,360
1807079,35,13,1978,2,female,288,101,87,360
1175678,66,9,1947,11,female,1938,103,50,376
1958770,39,26,1974,3,female,685,104,75,394
2120766,15,25,1998,1,female,145,103,54,371
2087277,21,30,1992,10,female,583,102,49,385
2117217,31,1,1982,9,female,168,101,22,387
2071993,23,16,1990,6,female,742,102,46,410
1587416,54,19,1959,7,male,1187,101,52,410
2073274,39,27,1974,4,male,648,104,70,398
2037471,24,24,1989,1,female,191,103,78,418
1166124,29,4,1984,7,female,169,101,74,443
1936143,38,18,1975,1,male,650,101,62,481
1633609,26,8,1987,1,male,356,101,82,480
1522914,45,18,1968,9,male,531,101,48,464
1459828,62,2,1951,1,male,605,101,81,474
1259883,21,5,1992,1,male,311,104,62,493
2013849,19,28,1994,1,female,44,104,94,488
1077875,61,4,1952,12,female,1689,101,61,510
2031567,35,17,1978,3,female,378,103,75,489
1807036,39,9,1974,8,female,1566,104,68,494
1221878,55,14,1958,8,female,242,104,79,493
2067735,22,10,1991,4,male,67,103,82,496
1455000,28,25,1985,4,female,411,102,62,543
1825342,65,11,1948,1,female,764,101,56,543
1604758,33,1,1980,3,female,198,101,75,556
2009966,16,21,1997,8,female,233,102,63,536
1401229,19,12,1994,12,female,245,101,78,532
1776812,16,2,1997,12,male,313,102,49,558
2110405,19,28,1994,1,female,123,103,78,545
1742179,24,16,1989,6,female,366,102,73,529
1446663,24,1,1989,4,female,314,102,90,605
1217644,57,10,1956,12,female,650,103,51,597
2099920,68,14,1945,10,female,1230,101,50,618
1074074,18,15,1995,11,female,428,103,37,656
2184398,18,5,1995,9,female,469,104,52,616
1001346,37,4,1976,5,female,1038,102,48,634
2183584,19,30,1994,4,male,310,101,75,722
1689199,53,14,1960,2,female,333,101,63,702
1887098,38,17,1975,6,female,444,103,70,763
2080877,57,10,1956,3,female,743,102,46,761
1444260,100,4,1913,9,female,1018,102,32,745
1301330,19,23,1994,6,male,547,101,49,865
2108756,15,2,1998,11,female,176,104,65,822
1713583,75,15,1938,4,female,2322,102,45,835
1564897,33,6,1980,9,female,352,101,82,823
2101473,28,19,1985,6,male,573,103,55,829
1862793,26,18,1987,5,female,493,103,58,981
1933791,39,20,1974,9,female,78,104,82,946
1248500,35,16,1978,6,female,294,101,68,959
2103062,50,4,1963,6,male,414,102,66,955
1404326,38,18,1975,12,female,239,102,86,980
1127544,66,10,1947,4,female,398,103,62,886
1385881,50,15,1963,9,female,1136,101,50,978
1132776,57,16,1956,9,female,1476,102,65,996
1321167,30,25,1983,11,male,1579,102,31,1115
2150986,27,30,1986,8,male,77,101,92,1063
1171000,67,5,1946,11,female,1864,104,68,1031
1422169,53,10,1960,11,male,69,104,82,1058
1103111,61,6,1952,7,female,234,103,74,1242
1305027,18,21,1995,1,female,374,101,59,1208
1991878,17,1,1996,1,male,93,102,86,1234
1271723,56,26,1957,1,female,120,101,11,1481
2010352,60,12,1953,12,female,425,103,65,1357
1799744,64,8,1949,6,male,1127,104,72,1325
